x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.0838457983427248,-0.019378948093667917,-0.17855907441170848,0.20299623323667626,-0.10850939929044033,-0.3303282466644456,0.36906383992152497,-0.14708915050725305,-0.44941497408549475,0.5203247287870632,-0.142471617141054,-0.5571437995304797,0.06618286215496111,-0.6185301521963662,-0.3479169754439583,0.5249060039495487,-0.5545601809103468,-0.47328592822838383,0.7672452983098486,-0.417044454602684,-0.5252499509667607,0.9130056367742815,-0.31475738778597184,-0.5576296279997606,0.07035703870048081,-0.7486178034544236,-0.31905727392841254,0.5927500581232377,-0.7103927888174352,-0.44119356403305326,0.8382014232092144,-0.5524736431959947,-0.4659054961438533,0.9900580162719897,-0.4123668317188339,-0.47591370418320156,0.12344062196111422,-0.7746227023231362,-0.292978875512259,0.6198002511175549,-0.7460988021107465,-0.41284975540841423,0.856272165874754,-0.5849246175428043,-0.4247631314923458,1.0,-0.44446084758938786,-0.4168561296163573,0.20724426326004194,-0.7210680966818317,-0.2784193977436502,0.6135706040821232,-0.6584493726937501,-0.37365153047164196,0.82051795905796,-0.5442217558031216,-0.3933524372570698,0.9512958729197937,-0.45553804342867643,-0.3897818300288986,0
0.0,0.0,0.0,0.19432810148424462,-0.13395065576514203,-0.11050900352914031,0.35648111233051744,-0.2569569385266189,-0.23012841344924423,0.5758033382737814,-0.2643608450405199,-0.3447128794048537,0.7652275578094437,-0.21769221637003844,-0.45403607829582215,0.13704419453863834,-0.6159957636503838,-0.21880206987531414,0.570880609490525,-0.5910539713743965,-0.379441675870154,0.7995914586145257,-0.453667432943526,-0.4736611100495169,0.9646513923542097,-0.354990480737649,-0.5289919130744821,0.09799129791707038,-0.6525957930643326,-0.23806283016951163,0.6025376538010441,-0.6159697183719105,-0.40886750463554616,0.8403938891796456,-0.4485321537470004,-0.4683137636918932,1.0,-0.32252620394626946,-0.4883257998926355,0.10184467018764198,-0.6109499867830531,-0.2665384039468957,0.5893994770245004,-0.5908318767307476,-0.42814592376949706,0.8287467064350986,-0.44316722909165185,-0.4598408631044358,0.9892452229314753,-0.32906452527964597,-0.44921269810474745,0.15010086278231793,-0.5114765544571234,-0.302352786143628,0.518948317630054,-0.5103909888611985,-0.41567169520507335,0.7237302106222371,-0.42590161565698376,-0.43601483968506904,0.8750632053568825,-0.3562715822433178,-0.4280265604832277,0
0.0,0.0,0.0,0.05494635467045771,0.06819966988390312,-0.3003341123680859,0.10250915753060512,0.08714116415400577,-0.5224500098763475,0.14169053635961223,0.13838461804197474,-0.684504121865218,0.1111588960374358,0.2321671875841685,-0.8388248339276297,0.1888568690847856,-0.45219545062779437,-0.5223238303465902,0.6126393830025927,-0.3055493669359277,-0.6788772760138604,0.8049482576100017,-0.154969321686953,-0.7480320751688382,0.9296000196734673,-0.035994613802810965,-0.7871917165730553,0.2560689865353853,-0.6231931223080724,-0.43565433903453393,0.714789031339365,-0.5032003966604289,-0.5898416257589251,0.8861512257272742,-0.2925293447915666,-0.6214283362732222,0.9845681849586975,-0.11517043897594918,-0.62730234469534,0.32749874991509964,-0.6869687688098255,-0.35199171177179245,0.7608009384712311,-0.5781925543538086,-0.49109425035169596,0.9190733972564882,-0.367517056193512,-0.5022387060055928,1.0,-0.19183273717652954,-0.4860399331381147,0.39801415084396835,-0.6736284124097421,-0.28858221645478027,0.7214395122853777,-0.5553769313372571,-0.3988165766338088,0.8571136857069918,-0.39360749178515636,-0.41463743302686595,0.9365090076375211,-0.2674983341959993,-0.40252961422886796,0
0.0,0.0,0.0,0.23154875843942432,-0.13725741332309632,0.025055917533683,0.35225689040913166,-0.3738829587035742,-0.012339908297765859,0.46216907217527825,-0.5731313403318218,-0.08490026415480932,0.46592784037785073,-0.8017296866712048,-0.150155211327974,-0.08167442687690105,-0.6448597557271604,0.048709119739816314,-0.011107970148188182,-0.9301419132138167,-0.03685042638338723,0.21851325853054288,-0.9283266440007991,-0.08011371638270462,0.36028484094334934,-0.8072401352437123,-0.08757341912959986,-0.17856608849708264,-0.6456829412939835,-0.036090012410875595,-0.060726455877020656,-1.0,-0.1473561499428845,0.2193418047483093,-0.9767549650211264,-0.20486067925456064,0.3768100745168056,-0.8270685317890984,-0.21364568396078631,-0.24322771306239083,-0.619199922846706,-0.1296649873141365,-0.1277509251193465,-0.9672595738658246,-0.2271399954709681,0.16251058822497952,-0.9401738955086387,-0.2364901230056135,0.322040053330962,-0.8109144606690418,-0.21413515648150092,-0.26775444461213876,-0.5468621968273213,-0.22354297363821415,-0.11435866637525434,-0.8280029132883397,-0.2991122703846873,0.12205801401659923,-0.8350802751216323,-0.29546975816822724,0.27064193168802264,-0.74832618058004,-0.27010839330641745,0
0.0,0.0,0.0,0.23614657276622392,-0.2464633818157219,0.10132922550280773,0.28739206394622335,-0.4680906744388714,0.10522981466803204,0.37218554011311716,-0.6232376988966134,0.062275391855901606,0.4359377912557859,-0.7449436337517572,0.025307429982598228,-0.18007928048326702,-0.6229324618576592,0.08677898861249278,0.0018882640493891006,-0.9573951670334011,-0.02043787672483745,0.23468280823381593,-0.9668022729547889,-0.1046494118837827,0.39946461797891414,-0.8861393475745555,-0.1428959659316105,-0.21790009635409494,-0.5934475938356163,-0.024443091210426045,0.011967640504424493,-1.0,-0.13087676986136573,0.29061382840825206,-0.9729596616612838,-0.1889994185042742,0.4413640974608133,-0.8632409322869238,-0.20393748277243212,-0.1684203881800546,-0.5577026356110347,-0.1372830316993468,0.03980101385200326,-0.9649592443791559,-0.22029645588699456,0.31087877447016754,-0.937626231159786,-0.21879894518399667,0.443180850838883,-0.8339500754860872,-0.19410464842727285,-0.040469578158822975,-0.5114747123363281,-0.2452715285856091,0.13809596224923182,-0.8165073236212504,-0.29420351495387276,0.32620936717230264,-0.8233701243318161,-0.27009784504323026,0.43235640575271944,-0.7579289651301795,-0.2371255931343479,0
0.0,0.0,0.0,0.2586353086936254,-0.26312505780459844,0.09638285696675543,0.32910097633130586,-0.49132996975228904,0.09427557869278057,0.42341860584929775,-0.6387269627338021,0.04411219050378855,0.499928539550139,-0.7493482628515529,-0.0033111042367960503,-0.1409910408303751,-0.6506107734736327,0.09168622364622964,0.06578330119035575,-0.9608629504956764,-0.015731483312466384,0.298111349191915,-0.9719199615029134,-0.11078073501254229,0.46528217023756835,-0.9005204392404615,-0.1613439011620453,-0.179788963558119,-0.6206989887221289,-0.0223956054937745,0.089593636000797,-1.0,-0.13625847062098187,0.3616414736898297,-0.9708647754140051,-0.21212972170181146,0.5138223597187143,-0.8586792013933934,-0.2416622850106491,-0.13368465597496262,-0.5794234018463953,-0.13785996835752448,0.10517946271673233,-0.9586479093201806,-0.22204914597111478,0.37170087043638517,-0.9346820064294231,-0.23568686073265568,0.5102715279842536,-0.8305299719558469,-0.22393223745104285,-0.011276358120979671,-0.5295975449882715,-0.24930543014565892,0.19250614978855154,-0.8165504729580002,-0.29473342392728075,0.3831038167484052,-0.8291937740490406,-0.27718154255442073,0.4987558433077948,-0.7720084607310473,-0.2525101907927228,0
0.0,0.0,0.0,0.25070129655607637,-0.20117922654668002,0.12174608712253758,0.3340687604855669,-0.4051780289763081,0.12726817841746776,0.449122731072706,-0.5457400013496783,0.08268703288026094,0.5416345241154535,-0.6591134112774505,0.044294840661207764,-0.1040506649915669,-0.6448930005312216,0.07418278448302376,0.13127829077641615,-0.9654715556907094,-0.03143616645425921,0.369428177686056,-0.9369216159419241,-0.10270661855381603,0.5215589971420385,-0.8276734341510287,-0.12889799957878303,-0.1439897006715825,-0.6226383769963808,-0.046071483176824315,0.1417115506427693,-1.0,-0.1478415865762875,0.42165809445603125,-0.9301736632495413,-0.18669678399941453,0.5560764798000084,-0.7976441298702965,-0.18699334649332333,-0.09431360949599484,-0.5780709335233246,-0.1650066556121696,0.17730869616498857,-0.9546894960793362,-0.23904159880550432,0.448262939003672,-0.8852458206113405,-0.21552973365502137,0.5637395908657317,-0.756792646334358,-0.17519304912564632,0.030639170699657492,-0.508373246698819,-0.2781681369593653,0.24595773163334464,-0.7963498179429158,-0.3157316034257407,0.43865646667074043,-0.7736797278927509,-0.27615753094387413,0.5358165579211065,-0.683116159104343,-0.23100746573799302,0
0.0,0.0,0.0,0.21608228288195608,-0.18571335762022037,0.15680102342682467,0.3024706022030914,-0.4221328318934216,0.17634038634233298,0.4091327532782195,-0.5964194584124225,0.12434401620676862,0.42106732147196124,-0.7797083081743469,0.0685148001889932,-0.09080650619996798,-0.6539932087901855,0.2774328788701845,0.0036320765968762487,-0.9163305729387025,0.2022472780197462,0.22690384179574402,-0.942273777451695,0.1074704745505932,0.40183053421544584,-0.8729196632147281,0.050204631975208434,-0.16517260565527336,-0.6361928654836293,0.11125833112516043,-0.07492677798442934,-0.9684643057660964,0.01730129252789271,0.21102319532459302,-1.0,-0.08683620604489807,0.4098420639998701,-0.9177958167237763,-0.13835727977120293,-0.21305036980553496,-0.5999742763211867,-0.0635745635706842,-0.10659336538198463,-0.9302897278021149,-0.15561858616386268,0.178648173722108,-0.9425343950900371,-0.19029123982929594,0.3508156749822573,-0.8621334988809073,-0.1920463602156328,-0.20365185665754415,-0.5359156795923179,-0.23155551836493954,-0.03756103712881004,-0.7981794372057265,-0.30296101563990124,0.18982660015796918,-0.8249737603241409,-0.30541878939469913,0.34795105138285015,-0.7761540537406175,-0.29105263860055725,0
0.0,0.0,0.0,0.23257012638681562,-0.28358886228023106,0.1617105955098587,0.3087192439734235,-0.4959477089676574,0.19229715379135623,0.4122233460974551,-0.6517964527827056,0.15972790114806457,0.4379963365340916,-0.774063678761233,0.12966010957239973,-0.2147103459692999,-0.7097046193394725,0.24584400733448525,0.05536305533597299,-0.9431841424287838,0.19249609704669396,0.2746781962801517,-0.9245313101826719,0.11494748113325869,0.41665988990942665,-0.8451749985176904,0.06756441610798833,-0.2573894961108139,-0.7018218607630828,0.1065146528785997,0.07007993216788412,-1.0,0.052484671924542474,0.3093669989181315,-0.9541450235428527,-0.01126826147959617,0.451020520403494,-0.8361846589555962,-0.04047588194295828,-0.21846429616469726,-0.671903142420435,-0.035029453981418025,0.09484530380164141,-0.9749029760574467,-0.07344361809329504,0.3284495574813003,-0.9207482228621324,-0.07695027758317062,0.4533577102840113,-0.8107836944427079,-0.0650042645294794,-0.1113562796770829,-0.6221033898120283,-0.17011368526362425,0.14639917058044838,-0.8453137608366642,-0.17895689530181183,0.315880090474661,-0.8227106822865106,-0.14810085563578104,0.4261572598766293,-0.7514847762501109,-0.11700440692005537,0
0.0,0.0,0.0,0.23619461469584485,-0.2903157948147086,0.1513216195123996,0.31073408115938284,-0.5054270871420337,0.17422388851499745,0.4173041034894114,-0.6650937471100858,0.13338386952487996,0.4522441737739421,-0.8027039912254819,0.09472532254893615,-0.20143026028482083,-0.7048260850232407,0.24817242806093504,0.043584556535200145,-0.9469420809600612,0.18980331397210287,0.2601352568480679,-0.9286247923240061,0.108395142747514,0.3961277037207045,-0.8419145828443875,0.06058963159427537,-0.24377045672760192,-0.69459091727887,0.11279526863297006,0.058957531299276306,-1.0,0.05727787295244886,0.2929548064483834,-0.949844884639401,-0.007842670510086804,0.4259657212193649,-0.8289592744545728,-0.03645752743995658,-0.20698778854698777,-0.6657415061643772,-0.02714539770701034,0.07620434799490311,-0.9776285249678125,-0.06670722557037934,0.30899750929751024,-0.9259192007055551,-0.07100587199255991,0.4325138017980597,-0.813399344693638,-0.058288685708909715,-0.10365203310376485,-0.6172575284167503,-0.1617193462738357,0.1327463043425481,-0.8453590649849567,-0.17312165514986064,0.3018751786234056,-0.8242491542696074,-0.1442384721064606,0.41248852104503114,-0.7489558299724324,-0.1132928735553982,0
